date,avg_temp,max_temp,min_temp,rain_fall,cloud,sunshine,moist,price
38596,26.8,30.2,25.3,0.1,7.6,3.6,73.1,2380
38597,25.2,27.7,23.2,0.5,9,0.5,78.4,2393
38598,23.7,27.3,21.6,0,9,0.6,68.5,2403
38599,22.5,26,20.2,0,5.6,3.6,62.8,2403
38600,22.4,27.3,18.2,0,1.3,9.8,48.4,2413
38601,21.9,25.7,19.2,0,6.1,4.5,53,2413
38602,23.3,27.8,18.8,0,2,5.6,60,2427
38603,24.4,28.7,19.7,0,4.5,4.8,66.4,2400
38604,22.6,23.7,21.6,2.5,9,0,80.1,2400
38605,24.1,28.2,20,0,4.4,4.2,73.5,2400
38606,26.3,30.8,21.6,0,3,7.1,65.6,2402
38607,25.8,29,22.7,0.1,7.5,4.1,67.9,2403
38608,20.5,24.6,16.7,90.5,10,0.1,84.8,2403
38609,20.2,25,16.2,0,3,5.1,71.8,2353
38610,21.4,26.7,16.5,0,2.3,9.8,60.4,2344
38611,22.8,26.6,18.7,0,6.8,5,62.5,2369
38612,22.5,23.7,21.1,74,10,0,85.9,2377
38613,22.8,27.2,20.2,0.5,6.9,5.2,79.5,2377
38614,20.1,22.2,18.3,0,9.6,0,79.5,2377
38615,20.1,23.5,16,0.1,8.1,0.8,71.6,2385
38616,15.9,20.7,13.8,40,10,0,86.6,2403
38617,17.1,19,14.8,0.5,9.1,0,86.8,2425
38618,20.1,23.2,16.6,0,6.6,2.8,72.1,2412
38619,20.9,25.7,17.1,0,6,5.7,65.5,2410
38620,20.5,24.7,16.6,0,5.5,4.8,66.3,2410
38621,21,25.6,17.5,0,4.6,6.5,65.8,2408
38622,21,26.1,17.8,0,5.1,5.4,66.5,2385
38623,20.8,26.5,16.3,0,2.1,8.5,63.5,2385
38624,20.8,25.2,15.8,0,7,5.6,58.9,2385
38625,17.7,21.2,16,104.5,10,0,90.9,2411
38626,20.1,21.6,18.8,14.5,8.9,0,91.3,2411
38627,19.2,24.2,15.6,0,7.3,5.7,61.9,2411
38628,16.4,19.2,14.1,0.1,9.5,0,61.3,2411
38629,16.6,21.7,13.6,0,4.6,7.3,57.5,2411
38630,16.5,22.3,11,0,2.6,7.4,59.6,2424
38631,17.6,24.9,10.5,0,3,8.8,56,2407
38632,14.4,17.1,13.1,19.5,9.8,0,85.4,2393
38633,16.1,20.6,13.8,0,4.3,7.6,71.5,2401
38634,16.2,21.8,11.8,0,2.5,7.9,71.8,2401
38635,17.4,23.1,12.6,0,0.9,9.6,62.9,2408
38636,17.4,23.2,12.5,0,0.4,9.3,64.4,2425
38637,17.5,23.2,12.6,0,3.1,9.9,64.9,2430
38638,17.4,21.7,14.6,0,8.1,1.4,69.3,2430
38639,15,17.8,12.3,2,4.9,8.3,49,2430
38640,14.6,19,10.3,0,4.1,7.3,54.4,2430
38641,14.3,20.2,9.1,0,1,9.6,56.1,2400
38642,15.7,21.7,9.3,0,0.1,9.2,67.6,2370
38643,15.4,20,12.6,0,1.4,5.2,70.4,2369
38644,15.7,21.2,11.1,0,1.5,7.4,65.5,2369
38645,15.8,21.7,11.1,0,4.3,8.4,60.3,2330
38646,12.4,14.8,9.1,13.5,8.5,0.1,77.4,2325
38647,8,12.3,5.1,0,0.1,9.3,48.6,2341
38648,9.5,15.5,3,0,0,9.3,53.5,2341
38649,12.6,18.5,7,0,0.4,8.5,64.5,2357
38650,14.1,19.5,10.1,0,0.9,6.6,66.5,2313
38651,14.9,19.8,11.6,0,1.4,5.8,67.9,2338
38652,14.6,20,10.1,0,1.8,4.5,74.6,2351
38653,12.4,16.2,8.5,3,4.9,5.1,67.6,2343
38654,9.2,12.5,7.1,0,1.9,7.8,57.4,2339
38655,7.9,11.8,4.5,0,1.9,3.7,64.1,2339
38656,9.7,15.3,3.9,0,0,9,59.4,2334
38657,12.5,17.5,7.9,0,4.1,5.8,66.6,2334
38658,14.3,17.3,11.1,0,7.3,2.4,65.5,2334
38659,15.8,20.7,12.1,0.5,5.3,3.5,69.8,2321
38660,16.4,21.8,12.6,0,3.8,4.6,73,2321
38661,16.8,20.7,12.1,0.1,5,4.3,69.6,2321
38662,14.1,18.1,8.5,30,6.3,0.8,77.5,2321
38663,10.7,15.3,6,1,1.8,8.6,46.3,2321
38664,8.8,12.1,4.8,0,1.3,6.2,49.6,2338
38665,10.6,15.3,5.4,0,0.8,8.5,54.1,2364
38666,13.9,17.7,9.8,0,6,1.7,74.1,2364
38667,12.8,17.2,8.6,0,5.1,2,39.6,2360
38668,9.1,13.8,4.6,0,2.1,7.6,34.8,2367
38669,8.9,12.1,5.6,0,7.9,0.8,45.8,2367
38670,5.7,10,3.2,0,2.1,6.3,35.4,2373
38671,3.3,6.9,1.1,0,0,8.3,36.5,2364
38672,3.1,7.9,-1.1,0,0,8.6,38.3,2364
38673,3.5,8.1,-0.8,0,0,8.8,38.6,2357
38674,3.6,7.5,0.4,0,1,8.8,38.4,2357
38675,2.9,7.3,-0.5,0,1.8,8.7,37,2357
38676,3.5,8.3,-1,0,1.3,8.7,48.1,2357
38677,5.7,10,2.2,0.3,3.5,6.1,61.5,2357
38678,5.1,9.3,0.8,0,1.1,8.8,45.8,2362
38679,8.5,13.3,3.5,0.2,3,6.7,60.9,2362
38680,8.4,12.6,5.4,0,0.1,7.8,53.8,2362
38681,8.4,13.1,3.9,0,0.3,7.1,64.3,2370
38682,8.2,12.5,4.1,0,3.4,3.5,72.1,2364
38683,8.4,12.1,6,3.5,3.6,3.8,77,2364
38684,7.2,12.1,4,9,7.6,0,71.4,2357
38685,3.2,7.5,-0.2,0,2.5,4.8,57.5,2348
38686,3.6,8.8,-0.8,0,0,8.9,50.9,2348
38687,5.9,11.1,2.5,0.3,4.5,3.3,61.3,2324
38688,1,4,-2,0,0,8.9,45.8,2301
38689,-0.7,2.7,-3.2,5,4.1,6.6,49.6,2271
38690,-5.1,-1.7,-7.5,1.8,2.9,8.4,59.9,2271
38691,-5.2,-1.8,-8.8,0,0,8.7,52.3,2240
38692,-2.5,0.1,-5.5,0,2.8,4.2,64.8,2190
38693,-1.8,2,-4.9,0,2.4,8.1,62.9,2177
38694,-2.3,0.8,-4.6,0,0.6,8.7,53.3,2156
38695,-1.4,1.7,-4.9,0,3.6,5.4,51.6,2173
38696,-2.9,0.4,-7.5,0,4.8,5.6,40.4,2173
38697,-6.3,-2.7,-9.1,0,0.4,8.3,42.3,2184
38698,-8,-5.5,-10.1,0,0,,43,2195
38699,-8.6,-5,-11.6,0,0.1,9,42.9,2237
38700,-5.8,-2,-11.5,0,0.1,8.9,46.5,2237
38701,-4.5,-0.4,-8.8,0,0.3,8.8,54.4,2215
38702,-3.3,0.4,-6.5,0,1.4,6.5,49.8,2216
38703,-9.7,-5.8,-13.3,0,1.5,7.6,30.3,2201
38704,-9.2,-3.7,-14,0.8,3.1,3.9,62.3,2201
38705,-5,0.3,-9.8,0,0,8.8,58.4,2186
38706,-2.8,1.3,-7.5,0,4.5,6.4,50.3,2165
38707,-6.2,-1.7,-9.6,1.1,4.3,5.8,57.8,2165
38708,-6.6,-3.2,-11.1,0.4,3.8,6.9,55.5,2165
38709,-3.2,0.2,-5.3,0.1,3.9,3.7,68.4,2165
38710,-4.2,-0.5,-8.6,0,1.6,8.6,38.6,2184
38711,-1.7,2,-6.9,0.5,3.6,5.5,51.4,2184
38712,-7.5,-4,-10.1,0,0,9,42.6,2202
38713,-6.9,-3.2,-10.1,0,0,8.9,41.4,2172
38714,-5,-0.4,-9.1,0,0.5,8.8,38.8,2137
38715,-2.9,1.2,-6.8,0,1.1,6.3,48.6,2137
38716,0.1,4.3,-2,0.3,5.3,2.8,65,2137
38717,1.4,5.5,-2,0,5.5,1.7,61.9,2137
38718,1.4,1.8,0.6,0,9.3,0,80.1,2137
38719,0.2,3.9,-2.4,0,4.6,4.9,71.5,2154
38720,-2.4,1.2,-4.5,0,1.6,8.7,37.5,2177
38721,-6.2,-4.4,-8.3,0,9.3,0.1,42.6,2161
38722,-7.1,-2.5,-10,0,1.4,8.9,39.6,2161
38723,-7.5,-3.9,-10.1,0,1,7.1,44.1,2161
38724,-6.2,-1.8,-9.6,0,0,9,38.6,2147
38725,-4.2,0.4,-8.5,0,2.4,7.2,44.5,2147
38726,-1.6,3,-7,0.3,5.1,6.5,57.5,2135
38727,-0.3,2.4,-2.2,0,4,4.9,72.5,2127
38728,-1.2,3.5,-5.3,0,1.3,7.7,45.8,2127
38729,1.4,4.5,-2.4,6.5,6,2.7,48.9,2127
38730,4.1,6,1.8,26.5,10,0,93.3,2127
38731,4.4,9.3,1.7,0,4.9,4.1,72.3,2127
38732,3.7,7.5,0.8,0,3.3,3.5,70.1,2127
38733,1.8,3.9,-0.2,0,6.1,0,68.1,2105
38734,1.3,4.8,-1.2,0,5.4,1.5,50.5,2105
38735,1.3,5.5,-1.7,0,2.5,6.9,54.9,2105
38736,2.4,6.9,-1.6,0,3.4,7.2,55.9,2087
38737,2.6,6.5,0.2,0,5,4.1,55.5,2087
38738,0.9,5.1,-2.2,0,1.5,8.3,49,2097
38739,-3.1,-0.6,-6,0,0,9.3,39,2097
38740,-4.7,-0.4,-8,0,0,9.3,45.4,2107
38741,-3.1,1.7,-7.6,0,0.1,9.4,42.5,2087
38742,-0.7,3.2,-4.5,0,1.9,6.7,47.4,2057
38743,0.2,3.9,-2.5,0,2.8,8.1,62.3,2018
38744,1.4,5.5,-1.1,0,2.1,6.5,61.8,1937
38745,1.3,6,-3,0,3.8,3.8,53.9,1948
38746,4.5,8.1,-0.4,0,6.6,1.4,58.1,1948
38747,5,8.1,2.9,0,9.3,3.3,65.3,1948
38748,3.8,6.3,1.1,1,10,0,80.9,1961
38749,1.7,5.4,-2.5,0,4.8,5.3,59.5,1983
38750,-2.9,1,-8.6,0,3.1,8.3,45.5,1947
38751,-11.7,-8.6,-14.1,0,0,9.4,38.9,1918
38752,-9.3,-4.6,-13.1,0,0,9.6,37.9,1933
38753,-5.3,-1.6,-10.3,0,6.3,5.1,35.6,1933
38754,0.2,4.9,-3.9,0,6.9,6.1,28.9,1948
38755,-0.9,1.2,-4.8,8.4,9.3,0,80.5,2002
38756,-7.2,-3.9,-9.3,0,1.4,8.8,53.3,2043
38757,-4.5,-1.2,-10.3,0.9,4.4,5.7,65.6,2025
38758,1.4,4,-1.7,0,6.1,3.6,65,2021
38759,1.2,5.1,-2.7,0,2.8,8,54,2019
38760,-1.8,2.5,-5.9,0,0,9.6,42.9,2019
38761,4.5,10.6,-2,0.1,4.5,6.3,48.4,2016
38762,5.5,7.5,4.4,5.5,10,0,92.9,1968
38763,4.6,6.5,2.9,0,9.5,0,77.5,1968
38764,1.7,6.9,-5.1,0,4.1,5.4,51.3,1974
38765,-4.5,-1.3,-8.1,0,1.3,9.5,37.1,1957
38766,0.2,5.3,-5.3,0,2,8.4,54.9,1957
38767,3.3,8,-1,0,2.4,7.3,61.4,1957
38768,3.8,9.1,-0.1,0,1.1,8.8,66.3,1957
38769,4.4,8.6,-0.5,0,3.5,6.7,65.3,1927
38770,3,7.3,-1.5,0.5,6.4,5.8,57.1,1927
38771,1.1,6.1,-3.4,0,2.5,9.4,40.6,1965
38772,4.6,11.5,-1.7,0,0.8,10.2,33.1,1965
38773,7,10.8,2.7,0,5.1,1.4,33,1965
38774,0.5,7.5,-3.5,0.2,6.6,5,52.3,1965
38775,-0.5,4.4,-4.6,0,5.6,8.9,32.4,1965
38776,2.8,4.8,0.5,0.1,9.8,0,63.3,1965
38777,0,2.5,-2.4,3.8,6.5,6,71.8,1965
38778,-0.9,2,-2.9,1,3.9,4.8,58.3,1965
38779,0.5,5.1,-3.2,0,0.1,10.6,50.3,1973
38780,3.6,10,-2.2,3,4.9,6.3,56.5,1973
38781,7.9,12.6,4.5,0,5.3,6,70.9,1973
38782,5.9,12.1,0.6,0,2,9.1,62.8,1973
38783,5.7,11.1,1.2,0,2.1,7.9,55.5,1973
38784,5.7,10.3,0.5,0,4.4,6.3,55,1973
38785,10.7,15.6,6.8,0,8.3,2.4,36.5,1965
38786,9.9,14.6,7,0,7.6,3,68.8,1978
38787,6.2,9.8,0.8,0,9.5,0,60.8,2000
38788,-4.3,1,-6.4,0,4.8,7.6,34.1,2000
38789,-2,3,-6.9,0,4.4,3.2,40.5,2020
38790,0.8,4.9,-3.7,0,0.4,9.7,49.4,1990
38791,5.7,11,-0.4,0,4.3,7.7,62.5,1945
38792,4.1,6.9,3,4.5,8.5,0,87.4,1935
38793,8.8,15.1,3.2,0,7.4,4.6,67.3,1935
38794,9,13.1,3.7,0,4.8,4.3,50.1,1935
38795,4.3,8.8,0.8,0,0,11.1,31.5,1935
38796,5.1,8.5,0.6,0,7.3,0.9,48.8,1935
38797,9.7,16.2,2.9,0,1.4,9.9,36.3,1953
38798,10.3,17.2,6,0,7.9,3.6,48.6,1953
38799,6.3,10.8,3,0,1.1,11.1,42.6,1962
38800,6.2,12,0.8,0,0.5,11,29.4,1958
38801,8.9,14.8,4.4,0,3.1,7.3,48.6,1958
38802,6.5,11.8,1.8,0,2.5,9.2,24,1958
38803,6.8,12.1,2.9,0,4.3,9,42.5,1958
38804,2.9,4.9,1,0.2,5.9,2.5,51.6,1945
38805,3.8,7.1,-0.3,1.5,4.4,6.1,48.1,1956
38806,4.4,9.3,0.2,0,0,11.6,41.5,1956
38807,8.1,14.1,1.1,0,2.1,9.1,31.6,1956
38808,9.7,11.6,7.5,16.5,9.5,0,70.5,1974
38809,7.4,11.1,5.3,0.5,6.5,2.2,83.5,1974
38810,11.4,18.7,4.3,0,3.1,8.6,64.9,1992
38811,12,14.5,10.8,1.5,9.3,1.1,63.6,1953
38812,11.6,17.5,7.3,0,2.3,9.5,46.4,1953
38813,9.7,13,5.6,0,7.6,0.1,49,1953
38814,10.2,13.3,7.9,0,6,1.6,66.4,1953
38815,10.2,14.1,6.6,0,2.6,2.5,40,1953
38816,15.2,21.7,8.8,0.1,9.1,2.7,46.1,1953
38817,14.7,18.6,11.6,11.5,7.8,2.5,68.4,1953
38818,16.4,22.2,13.1,0,4.9,3,53.5,1961
38819,15,21.2,11,0,4.5,8.4,58,1961
38820,9.7,12,7.8,0,8,0.8,58.5,1961
38821,12.7,18.8,6.6,0,6.3,9.5,38.4,1961
38822,12,16.2,8.8,0,6.1,3.1,32.1,1955
38823,7.4,12.6,2.9,0,1,12.4,34.3,1955
38824,10.3,14.3,4.6,0,8.6,0.7,45.3,1948
38825,14.6,17.7,12.1,0,9.1,0,52.9,1977
38826,8.8,16.6,3.2,16,9.6,0.2,84.8,1972
38827,7.3,9.3,3.2,0,7,0.7,58.1,1972
38828,10.6,16.7,5.5,0,1.9,12,46.5,1947
38829,11.8,17.2,8,0,5.5,7.8,45.1,1938
38830,9.2,13.1,7.1,3.5,6.5,1.4,74.9,1938
38831,10.4,15.3,5.9,0,0.4,10.7,51.3,1929
38832,11.3,16.5,6.1,0,2,11.2,33.6,1933
38833,12,16.7,8.3,0,8.8,0.4,43.6,1920
38834,12.3,18.7,9.1,0.2,4.1,8.9,62.9,1929
38835,12.8,18.5,7.5,0,4.9,7,49.6,1973
38836,13.9,17.7,10.8,0,6.4,6,53.5,1984
38837,15.9,20.1,12.6,2,7.1,1,70.1,1984
38838,18,23.8,12.6,0,2.3,7.5,46.9,1984
38839,17.2,23.7,12.8,0,0,12.6,31.6,1994
38840,15.7,21.2,10.8,0,1.9,10.4,42.3,2011
38841,17.7,24.7,11.3,0.2,3.5,8,53.1,2094
38842,20.7,23.6,18.1,3.5,9,0,66.1,2131
38843,15.1,18.8,13.5,93,8.8,0,89.4,2131
38844,19.7,26.5,12.3,0,1.6,11.5,57.8,2131
38845,21,26.7,15.6,0,1.9,12.5,52.8,2168
38846,21.3,27.6,15.8,0,4.3,10.5,55.5,2216
38847,18.2,20.2,16,0.3,8.8,0.2,74.6,2224
38848,18.9,24.2,13.5,0,5.4,7.9,44.6,2233
38849,16.8,18.8,15.1,0,9.6,0,44.6,2259
38850,15.2,19,12.3,0,6.1,6.5,52.5,2329
38851,16,21.5,10.8,0,1.3,11.1,53.8,2329
38852,18.6,25,11.3,0,1.1,12.2,44.4,2404
38853,18.8,24.7,13.8,0,2.1,12.8,41.9,2480
38854,18.8,24.6,13.1,0,5.3,9.2,44.1,2549
38855,20.2,24.8,15.3,0,8.8,2.1,46.6,2530
38856,17.9,20.2,16,0,8.8,0,57.5,2565
38857,18.2,24.7,13,0,3.4,8.8,63.3,2579
38858,22.5,28.3,15.3,0,5.4,8.1,49.8,2579
38859,17.5,22.5,14.6,30.5,9.8,0,89.6,2592
38860,15,20.1,12,0,8.9,0.9,85,2614
38861,18.5,23.8,13.8,0,5.4,5.7,65.6,2614
38862,18.8,21.3,16.1,0,9.4,0,48.5,2614
38863,21.6,27,16.7,0,3.5,9.9,46.6,2627
38864,16.3,21.2,13.8,27.5,8.9,0,81.3,2608
38865,17.3,22.2,13.5,1,6.5,2.5,67.3,2608
38866,18.4,22.7,14.6,0.2,6.4,7.2,68.9,2589
38867,20.5,25.5,15,0,0,12.1,57.6,2589
38868,21.3,26.7,15.6,0,4,8.9,52.1,2589
38869,22.7,28.1,16.7,0,4.1,9.6,50.1,2589
38870,25.9,32.4,18.6,0,3.6,10.8,45.8,2610
38871,23.4,29.8,19.5,0,3.9,9.6,44.4,2598
38872,20.8,26.2,17.3,0,4.3,8.4,60.4,2598
38873,21.3,26.1,17.1,0,1.5,11.2,57.6,2585
38874,21.9,27.3,17.7,0,4.5,6.5,59,2679
38875,21.9,26.5,17.8,0,9.6,2.9,57.6,2672
38876,20.1,24,18.3,6.5,9.1,0.8,69.4,2698
38877,21,26.2,17.2,0.5,4.8,6.1,60.4,2698
38878,17.3,20.6,15.1,39.5,9.5,0.1,80.1,2711
38879,16.9,17.8,15.6,2.5,8.8,0,82.5,2711
38880,21.3,28.3,14.1,0,0.9,10.1,62.5,2723
38881,23.5,28.8,18.7,0,3.9,7.6,60.8,2749
38882,19,22.1,16.5,63,9.5,0,82,2762
38883,18.5,22.7,15.8,2,6.5,5,80.1,2740
38884,21.4,27.3,15.6,0,4.9,4.7,54.1,2749
38885,22.2,26.3,18,0,2.8,9.6,51.3,2749
38886,21.5,27.2,17.6,0,1.9,10.5,66.6,2749
38887,22.9,28.7,17.2,0,2.6,9.5,62.4,2749
38888,22.5,26.2,19.8,0,8.1,1.5,62.5,2768
38889,19.2,20.1,18.7,14,9.1,0,91,2795
38890,22.6,28.8,17.7,0,6.9,7,74.5,2765
38891,23.9,29.3,19.7,0,5.9,4,69,2773
38892,24.4,28.5,19.2,0,2.3,10.3,65.9,2781
38893,24.4,29.2,20.3,8,6.3,6.9,64.4,2781
38894,20.4,22.8,19.6,11.5,10,0,91.5,2789
38895,21.1,24.2,19.1,1,9.5,0,87.3,2797
38896,23.7,27.7,20.5,0,7.1,2.7,77.8,2794
38897,25,29.3,21.7,13.5,9.6,0.3,77,2794
38898,23.2,26.8,20.8,6.5,10,0.1,87.4,2794
38899,22.6,24.7,21.1,4.5,10,0,85.4,2794
38900,23,26.7,20.6,0,5.3,5.1,73.9,2789
38901,24.1,28.6,19.6,0,6.6,5,68.8,2783
38902,22.4,24,21.5,4,9.9,0,84.3,2783
38903,21.5,24.7,18.7,2.5,8.8,0,71.9,2783
38904,21.1,23.5,19.2,13,9.3,0,78.8,2729
38905,23,26.8,20,10,7.5,0.8,79.8,2729
38906,25.5,29,21.3,0,6.1,0.8,71,2745
38907,25.7,28.8,23.5,3.5,7.5,2.1,75.9,2745
38908,23.8,26.1,21.2,19,9.3,0,80.4,2760
38909,24.7,28.7,21.2,0.5,7.9,3.9,75.6,2771
38910,23.8,25.1,22.6,226.5,10,0,93.6,2767
38911,25.2,27.2,23.7,18.5,8.9,0.1,90.5,2782
38912,27.2,29.2,25.2,0.1,8.5,0.9,79,2777
38913,24.1,27.2,21.1,69,10,0,90.4,2786
38914,18.7,21.2,17.7,241,10,0,96,2786
38915,19.2,20.3,18.7,42.5,10,0,93.5,2786
38916,19.1,20.7,17.5,31,10,0,93,2794
38917,21.8,24.2,18.5,0.5,9.4,0,78.1,2785
38918,21.7,24.7,19.1,4.5,9.3,0.4,78,2793
38919,22.1,26.7,18.8,3.5,8.9,1,81.4,2799
38920,23.4,27.5,21.2,9.5,6.8,5.6,78.4,2813
38921,23.4,28.1,20.1,0,7.4,1.7,73.3,2813
38922,23.4,26.6,21.6,0,9.1,0.1,71.5,2825
38923,24.7,28.3,20.7,0.3,8.6,2.3,68,2862
38924,22.2,24.6,20.7,5,10,0,84.5,2893
38925,20.9,22,20.1,195,10,0,94.6,2915
38926,21.8,23.2,20.6,88,10,0,94.5,2928
38927,24.6,27.2,22.1,22,7.9,0.2,89.3,2928
38928,26.1,29.7,24.3,0.1,8.8,0.8,83.3,2928
38929,26.5,30.1,24.6,0,6.6,3.5,75.8,2928
38930,27.7,32,24.7,0,4.5,6.4,67.4,2928
38931,28,32,24.2,0,3,7.2,68.5,2883
38932,28.6,33.2,24,0,1.9,9.4,67.8,2861
38933,29.5,34.7,24.8,0,0.4,12.9,64.6,2835
38934,29,32.9,25.6,0.1,2.1,6.8,66.6,2853
38935,28.3,32.4,25.5,0,3.5,8.4,66.5,2853
38936,27.2,31.7,23.7,22,4.9,3.7,72.8,2871
38937,29,34.2,24,0,2.3,11.4,68.3,2889
38938,29.2,34.2,25.6,0,3.3,10,68,2872
38939,28.6,33.2,24.8,0,2.8,7.9,61,2928
38940,26.6,30.1,24.5,0,5.8,3,69.8,2959
38941,27.5,32.7,22.7,0,3.6,10.5,67.6,2970
38942,28.8,33.2,25.1,0,4.5,9.4,67.3,2970
38943,29.3,33.5,26.5,0,3.8,10.1,69.4,2980
38944,28.2,32.4,26.2,20.5,6.4,2.8,79.3,2980
38945,28.3,31.7,26,0.5,8.6,0.6,78.5,2980
38946,26.6,30.8,24.2,10.5,6.9,3.9,72.4,2980
38947,26.5,30.7,23.3,0,2.9,12.6,52,2980
38948,24.8,29.7,20.8,0.1,6.9,6.2,49.5,2980
38949,23.6,26.5,21,0,9,0.4,67.3,2980
38950,27.2,30.5,23,0,6.8,3.7,63.9,2980
38951,27.6,31.6,24.3,0,6.6,1.9,68.8,2993
38952,27.1,30.6,25.2,0,7.4,2.4,67.4,3007
38953,27,30.7,23.7,0,7.3,1.9,67.9,2993
38954,25.1,29,23.3,14.5,9,0,81.3,3011
38955,25.2,31.3,22.8,32,8.3,3.2,83,3007
38956,24.2,25.7,23,18.5,9.4,0,87.8,3007
38957,25.4,29.6,22.8,0,5.4,7.2,74.3,3002
38958,23.7,25.8,22.2,2.5,7.5,0,84.3,3020
38959,25.2,29.5,21.6,0,7.3,6.6,63.1,3024
38960,25.2,29.5,22.7,0,5.8,6.6,55,3050
38961,24.2,28.8,19.5,0,3.3,10.3,53.8,3050
38962,25.6,30.3,21,0,2.3,10.4,57.8,3068
38963,25.5,30.2,21.5,0,3.8,8.4,63.3,3068
38964,21.4,25.1,17.7,0,7.4,1.2,71.9,3086
38965,21.1,26.3,16.2,0.1,5.9,9.1,59.9,3111
38966,19.8,25.2,15.8,3.5,4.6,6.2,69,3110
38967,22,28.1,15.8,0,0.1,12,54.6,3113
38968,22,25.7,18.7,0,7.9,1.8,59.6,3145
38969,17.2,22.1,13.6,4.5,7,1.1,80.8,3167
38970,15.8,20.1,12.6,0,1.4,11.1,50.5,3167
38971,16.5,21.3,11.3,0,6.3,3.3,59.9,3188
38972,19.9,25.2,13.6,0,4.1,10.6,58.5,3201
38973,21.8,27.2,17,0,2.3,11.1,47.5,3153
38974,21.5,27,16.2,0,4.8,9.1,45.5,3132
38975,20.8,24.5,17.7,0,9.5,1.4,55.1,3132
38976,21.6,24.7,19.2,0,8.4,0.3,62.4,3176
38977,20.2,22.8,16.8,2,9.9,0,53.9,3176
38978,18.2,20,16.3,0.5,9,0,67.9,3219
38979,20.2,26.1,14.1,0,2,6.4,72.6,3246
38980,22.1,26.7,17.8,0,7.8,4.2,64.6,3236
38981,23.5,28.6,19.1,0,2.6,9.3,52.5,3236
38982,22.9,27.7,18.6,0,1,8.2,61.3,3210
38983,21.5,26.6,17.1,0,0,10.9,46.5,3238
38984,21.2,26.8,15.3,0,0,10.9,43.5,3238
38985,20.9,26.7,16,0,4.6,7.5,43.8,3267
38986,21.6,27.1,17.8,0,5.6,5.7,49.1,3267
38987,22,27.2,18.7,0,3,8.6,51.6,3285
38988,20.5,23.1,18.1,0.5,8.5,0,70.6,3156
38989,20.7,25.6,17.3,0,2.9,9,60.9,3121
38990,20.7,25.5,16.2,0,4,7.6,52.9,3121
38991,20.7,25.3,17.7,0,6.1,3.3,52.3,3120
38992,20.7,26.3,15.3,0,0.4,10,55.8,3120
38993,20.6,26.3,15.1,0,1,10,57.1,3211
38994,21.6,27.5,15.6,0,1,9.8,54.3,3303
38995,21.4,27.2,16.3,0,0.1,10.1,47.4,3299
38996,21.1,26.7,16.2,0,0,10.8,40.6,3299
38997,20.3,25.7,14.5,0,0,10,54.8,3299
38998,19.7,23.7,15.8,0,4.1,3.2,73.9,3299
38999,20.1,23.6,17,0,7.4,0,78.4,3294
39000,20.9,25.7,18.7,0,4.4,7.3,69.4,3425
39001,19.3,23.6,15,0,5,2.8,60.9,3291
39002,16.4,22.5,10.6,0,0.1,10.6,43,3313
39003,17.9,24.2,12,0,2.6,9.4,48.5,3372
39004,18.5,24.2,14,0,0,9.4,59.9,3446
39005,18.9,24.1,14.3,0,0.4,7.1,69.8,3446
39006,19.7,25.6,15.6,0,0.8,6.3,69.3,3521
39007,18.9,21.7,16,0,7.4,0,75.9,3607
39008,19.4,23.2,16.7,0.2,5,2.4,75.1,3634
39009,19.5,21.8,17.7,0,7,0.4,76.8,3638
39010,19.1,23.5,16,0.5,4,3.8,72.6,3648
39011,18.7,24,14.8,0,1,8.8,63.8,3652
39012,16.5,18.7,15.1,21.5,8,0,83.6,3652
39013,12,15.6,10.5,8,6.3,1.3,63.8,3657
39014,13.2,18.3,9.5,0,1.8,9.5,52.9,3653
39015,13.5,17.2,9.3,0,6.9,1.7,56.6,3657
39016,15,18.8,12.1,0,6.4,1,63.1,3623
39017,13.6,17.8,10.3,0,0.9,9.4,63.5,3570
39018,14.7,19.5,9.5,0,2.5,4.8,71.3,3506
39019,15.3,19.5,11.8,0,2.1,5.6,57.3,3506
39020,13.9,19.8,7.9,0,2.4,9.2,48.9,3443
39021,14.8,19.7,10.1,0,3.1,7.2,65.9,3326
39022,15.6,19.8,12.6,0,4.4,4,72,3322
39023,14.5,18.3,11.8,0,2.3,7.7,61.8,3300
39024,14.8,20.2,9.6,1.5,3.9,6.2,71.6,3256
39025,16,19.3,12.1,0,5.1,2.7,69.1,3221
39026,13.3,17.7,8.3,7,3.4,8.6,53.9,3221
39027,4.6,8.8,-0.1,17,8.6,0.7,75.3,3186
39028,3.5,8.1,-1.3,0,1.9,9.1,56.8,3120
39029,13,17.1,5.5,0,7.9,1.6,71.1,3035
39030,13.8,17.2,8.6,2.5,3.3,7.8,44.5,3000
39031,8.4,12.6,5.1,0,5.1,2.8,27.4,2917
39032,5.3,9.3,2,0,1.1,9.6,41.5,2867
39033,5.8,11.3,0.6,0,0,9.6,41.8,2867
39034,9.1,13.6,4.5,3,7.9,0.5,71,2817
39035,5.6,8.6,2.5,0,3.3,9.1,43.3,2830
39036,5.6,10.5,1.8,3.5,4.3,4.6,64.1,2830
39037,3.4,7,-0.4,0,3.6,7.2,41.1,2812
39038,5.5,10.1,0.5,0,0.8,7.6,50.3,2771
39039,7.2,13.1,2.5,0,0.9,8.3,54.8,2771
39040,8.8,13.6,3.5,0,5.1,2.8,55.3,2771
39041,8.6,13.1,4.6,0,0.3,8.6,58.8,2730
39042,8.4,11.1,5.4,0.1,6.5,0,73.4,2730
