date,avg_temp,max_temp,min_temp,rain_fall,cloud,sunshine,moist,price
38145,21.5,24.7,20,0,9.6,0.4,53.1,2231
38146,20,22.3,18,0,8.4,0,66.1,2231
38147,20.6,25.2,16,0,1.5,11.7,65.8,2220
38148,23.3,29,17.3,0,2.1,9.9,68.3,2222
38149,25.3,30.1,20.8,0,3.9,8.1,59.5,2222
38150,25,30.7,19.7,0,0.9,11,44.1,2222
38151,23.4,28.6,18.7,0,0,12,40.8,2222
38152,23.6,29,18.2,0,3.4,11.6,35,2222
38153,25.5,31.5,18.8,0,5.6,10.8,37.3,2227
38154,25.5,31,20.1,0,7,5.1,43.5,2194
38155,19.2,24.5,18.1,21,9.9,0,85,2194
38156,20.5,23.8,17.2,1.5,10,0,89.6,2194
38157,20.7,22.7,19.6,84,10,0,93,2194
38158,21.8,23.5,19.2,11,9.8,0,92.5,2200
38159,22.5,26.7,19,0,8.4,1.9,80.1,2205
38160,21,25,18.1,20,9.9,0.1,85.8,2205
38161,22,27,19.3,0.5,9.9,0.8,85.1,2211
38162,25.2,30.2,20.8,0,8.8,3.3,72.4,2183
38163,25.2,29.6,21.3,0,7.3,5.4,65.6,2155
38164,24.3,28.5,22.5,0.1,6.9,2.3,73,2155
38165,24.5,28.7,21.8,0,4.5,8.2,72,2140
38166,22.6,25.8,21,0,7.4,0,79.6,2124
38167,22.1,24.7,20.5,0,9.5,0,80.9,2108
38168,24.7,29.1,21.2,0,9.4,1.8,73.8,2108
38169,24,26.7,22,4.5,10,0.6,77,2108
38170,23.1,24.2,21.3,10.5,10,0,90.8,2147
38171,24.4,26.8,22,10.5,10,0,85.9,2147
38172,21.1,22.7,19.7,62,10,0,92.1,2147
38173,22.8,26.2,19.5,14,9.9,1.6,80.5,2147
38174,23.3,26.3,20.8,58,9.9,0.3,87.8,2062
38175,21.5,22.2,20.7,31.5,10,0,95.4,2062
38176,21.2,23.3,19.7,5,10,0,90.5,2121
38177,22.7,27.3,19.7,0,7,4.7,78.6,2104
38178,24.1,28.8,19.8,0,3.9,7.9,76.1,2104
38179,23.4,27.7,21.1,12,8.1,0,82.6,2104
38180,22.4,23.2,20.8,70,10,0,95.9,2104
38181,21,22.8,19.7,30.5,9.5,0,93,2133
38182,23.5,27.6,20.3,3.5,9,0.6,85.3,2108
38183,22.8,23.7,22.2,37,10,0,92.6,2108
38184,23,24.6,22.2,108.5,10,0,95.3,2108
38185,22.3,23.2,21.6,37.5,9.3,0,94.1,2108
38186,25.2,28.2,22.1,0.1,9.3,0.1,85.8,2108
38187,26.4,28.3,25.2,0,9.6,0.5,82.3,2107
38188,25.7,26.8,24.8,1,10,0,87.1,2069
38189,26.8,31.8,24.1,0,6.6,4,82.5,2086
38190,27.4,32,24.1,0,3.5,9.3,76.3,2084
38191,28.3,33.2,24,0,2.6,9.8,65,2076
38192,27.6,30.8,23.7,0,7.1,1.2,62,2076
38193,25.4,28,22.6,14.5,8.5,1.9,76.8,2076
38194,26.5,29.2,23.8,0.1,9.3,0.5,77.1,2076
38195,27.6,30.2,24.7,0,8.5,1.4,73.4,2094
38196,28.7,32.7,26,0,5,9.1,71.8,2100
38197,28.9,33.2,24.1,0,2.1,10.1,69.9,2100
38198,29.2,33.4,25.2,0,0.8,11.2,65.1,2094
38199,29.9,34.5,24.7,0,1.6,10.6,64.4,2091
38200,29.4,34.2,25.3,0,3.5,10.3,57,2091
38201,28.3,33.2,23.7,0,2.3,11.4,61.3,2088
38202,28.8,32.7,25.7,0,4.6,6.3,66.3,2100
38203,28.5,32.9,23.2,39.5,4.8,6.5,68.8,2100
38204,27.6,32.7,23.8,0.5,6.6,4.3,75.3,2100
38205,28.3,32.9,24.7,0,3.9,6.7,70.6,2100
38206,28.5,32.4,26.2,0,4.9,6.1,72.3,2100
38207,27.8,32,26.1,0.2,7.9,3.1,76.3,2100
38208,28.6,33,25,0,4,9.2,70.6,2100
38209,30.2,36.2,25.2,0,0.8,8.9,67.1,2100
38210,30.4,35.7,25.6,0,0.1,11.6,53.1,2100
38211,29.6,34.7,25.6,0,1.4,10.1,60.5,2118
38212,28.7,32.7,26,0,3.4,8.1,68.5,2118
38213,26.3,29.2,24,3,8.9,2,74.5,2118
38214,26.7,31,22.8,0,7.5,4.7,66.6,2118
38215,25,29.1,21.5,33.5,9.9,0.2,80,2128
38216,23.1,26.2,21.1,33,9.9,0.1,91.1,2128
38217,23.2,25,22,43.5,10,0,93.6,2128
38218,21.8,25.3,19.1,39,9,0.7,77.6,2116
38219,23.5,26.8,20.5,0,7.5,3.2,65.6,2128
38220,23.3,25.5,21,0,8.6,0.1,77.5,2146
38221,22.8,25.2,21.3,0.1,9.1,0,74.4,2146
38222,22.8,26,20.5,0,7.1,2.6,65.8,2163
38223,23.9,29.2,18.7,0,3.1,6.5,67.3,2253
38224,24.2,27.5,20.7,0,8.3,1.2,72.9,2264
38225,23.7,28.5,21.2,1,9.4,1.4,80.4,2308
38226,24.6,28.3,21.1,0,6.6,2,70.1,2375
38227,23.9,26.6,22.1,0,8.6,0.9,60.5,2378
38228,25.5,30.1,21.6,0,6.6,5.2,62.8,2378
38229,26,31.5,22.7,0,5.3,6,68.3,2381
38230,24.6,29.3,20,0,2.6,8.4,65.9,2419
38231,24.7,29.3,22.2,0,3.4,8.2,56.9,2419
38232,24.1,29.2,21.1,0,2.3,9.3,55.1,2447
38233,23.7,28,19,0,7.1,5.3,51.5,2435
38234,24.9,30,20.7,0.2,6.4,4.9,59.9,2442
38235,25.5,31.3,20.7,3.5,5.9,6.5,59.1,2442
38236,24.5,29.7,19,4,5,8.9,62.8,2448
38237,19.7,24.2,18.2,30.5,9.6,0,87.5,2448
38238,22.1,27.2,18,0,5,9.5,70.5,2431
38239,23.2,28.8,18.7,0,3.6,9.1,62.1,2431
38240,22.1,26.7,17.6,0,5.8,4.8,58.9,2426
38241,17.4,20.6,16,56.5,9.9,0,84.6,2426
38242,20.5,23.5,16.6,25.5,9.8,0,86,2426
38243,21.4,24.3,19.3,1.5,6.6,3.4,82.6,2426
38244,23,28.7,17.5,0,5.6,6.3,73,2426
38245,24.5,28.2,19.6,3,7.6,3.4,68.5,2448
38246,23,27.2,20.7,42,5.8,2.8,81.6,2448
38247,23.6,28.7,18.7,0,4.4,6.2,78.3,2448
38248,21.8,23.7,18.3,6.5,7.6,0.1,85.3,2448
38249,20.7,26.2,14.8,0,3.8,10.3,55.8,2448
38250,16.5,20.5,14.6,16.5,9.8,0,82.9,2448
38251,16.8,20.2,15,9,5.3,2.8,84.3,2448
38252,18.8,24.5,12.8,0,1.3,10.6,68.8,2448
38253,20.5,25.2,16.7,0,5.5,6.9,66.6,2481
38254,21.2,26.7,16,0,0.6,9.8,63.6,2481
38255,21.6,26.3,17.1,0,4.9,7.5,59.5,2467
38256,20.4,23.6,18.1,0,6.9,2.1,61,2467
38257,21.3,26.8,16.5,0,2.3,10,66,2467
38258,21.2,25.2,17.1,0,6.6,3.1,68.3,2467
38259,21.9,27.1,17.7,0,1,9.7,56.1,2467
38260,21.7,27,16.1,0,4.5,6.7,62.6,2452
38261,16.6,21.5,10.8,1,8.3,0,72.9,2488
38262,12.6,17.7,8.8,0,0.3,10.4,42.8,2570
38263,13.4,19.7,7.4,0,0,10.4,49,2570
38264,15.1,21.1,10,0,1.9,7.5,56.3,2553
38265,16.8,23.7,9.8,0,0,10.3,58.3,2593
38266,17.7,24.5,12,0,1.9,9.5,66.5,2593
38267,18.6,23.7,13.6,0,5.1,6.2,68.3,2599
38268,19.5,25.6,14.1,0,1.8,7.6,66,2552
38269,20,25.1,15.1,0,3.8,9.8,44.8,2552
38270,20.2,25.3,15.3,0,1.5,9.7,51.3,2552
38271,18.9,23.8,13.8,0,4.8,6.3,65.9,2552
38272,14.9,19,11,5.5,2.8,9.7,50.6,2615
38273,12.7,18.3,8,0,0.5,9.8,47.6,2615
38274,10.7,15.8,5.8,0,0.1,9.8,48.1,2621
38275,13.9,19.8,7.1,0,0.5,9,65,2632
38276,15.9,23.2,10.6,0,0.9,8.7,62.6,2632
38277,16.2,21,11.8,0,4.6,8.9,49.6,2632
38278,16.5,21.6,13.3,0,6.9,2.1,58.9,2632
38279,17,23,11.1,0,0.9,9.7,60.6,2639
38280,16.9,23.2,12.6,0,1.5,7.7,53.5,2645
38281,15.3,20.7,10.3,0,2.6,7.6,60.5,2639
38282,12.5,17,8.3,0,0.9,9.4,43.6,2645
38283,12.1,17.7,7.6,0,1.8,9.1,34.5,2645
38284,14,18.6,9.8,0,7.4,5.3,43.6,2645
38285,15.7,20.2,11.8,0,5.1,6,53,2645
38286,11.4,15.1,8.1,0,1.4,9.3,42,2644
38287,11.1,17.1,5.3,0,0.3,8.8,43.1,2644
38288,11.8,17.6,6.8,0,0.8,9.2,59.3,2662
38289,13,17.8,8,0,3.5,7.5,62.1,2662
38290,15.3,22.1,9.8,0,1.3,8.4,53.8,2647
38291,16,23.2,10,0,0,8.9,49,2647
38292,14.8,20.5,11.8,18,6.5,4.4,67,2632
38293,9.9,12.3,8.1,3,8.9,0.1,82.8,2632
38294,10.5,14.6,6.9,0.5,6.4,4,75.5,2662
38295,11.7,16.3,8.3,0,1.4,6.9,72.3,2662
38296,11.4,15.8,7.6,14,6.3,3.4,79.9,2662
38297,8.1,12.6,4.3,0,0.6,9,51.9,2656
38298,10.5,17.6,3.4,0,0,8.8,51.1,2656
38299,12.9,17.3,7.9,0,5,4.8,70.4,2650
38300,16.4,21.5,12,0,5.4,5.5,62,2650
38301,15.2,16.3,13.6,12.5,10,0,77,2650
38302,13.6,15.6,9.6,2.5,8.4,0,87.4,2650
38303,5.1,9.6,1.7,0,2.1,8.3,50.6,2626
38304,4.1,7.9,0.2,0,6.5,0.7,47.5,2626
38305,7.8,12.1,3.4,0,3.4,7.3,61.8,2626
38306,5,9.5,2.5,0.4,2.1,8.9,39.5,2626
38307,6.7,12.1,1.2,0,3.4,6.5,61.8,2603
38308,9.9,15.1,4.9,0,1.6,7.9,64.6,2603
38309,10.7,15.1,7.8,1,3.6,6.6,71.9,2638
38310,9.6,13.6,6.5,0,1.1,6.4,75.4,2638
38311,7.4,11.5,4.3,0,1,5.4,66.1,2650
38312,6.4,11.3,2.5,0,0.1,8.6,61,2650
38313,7.1,12.1,2.7,0,0.8,7.1,66.4,2662
38314,8.2,12.8,3.5,0,1.5,5.1,69.9,2656
38315,9.8,14.3,5.9,0,3.5,2.6,72.8,2650
38316,10.5,15.1,5.8,0.1,4.5,4.7,60.5,2626
38317,5.3,11.8,1.7,28,7.8,1.5,74.4,2597
38318,7.3,10.1,3.7,0,5.4,1.8,69.9,2597
38319,7.6,10.6,5,0,2.1,8,60.9,2597
38320,5,9.1,0.8,0,0,8,55,2597
38321,4.8,8.3,1.2,0,2.3,4.4,65,2597
38322,5.2,9,1.6,0,2.6,6.5,61.4,2597
38323,8.5,14.3,3,0,0.9,8.4,55.4,2597
38324,10.6,16.2,6.5,0,2.3,7.5,62.6,2621
38325,9,10.5,6,15,9.3,0,85.9,2636
38326,1.8,6,-0.2,0,2.1,8.4,59.3,2636
38327,3.3,7.1,-2.2,8,5.5,5.2,66.6,2650
38328,3.9,7,1.6,0,1.5,8.1,57.5,2690
38329,5.8,9.8,1.5,0,2.9,4.5,66.9,2690
38330,8.8,12.6,5.4,0,3.3,7.4,58.6,2731
38331,7.5,10.3,3,0,2.8,6,48,2706
38332,4.2,9.1,-0.4,0,4.4,5,39,2698
38333,5.2,9.8,1.3,0,3.5,3.6,55.5,2698
38334,2.4,6.6,-0.6,0,0,8.4,55.1,2689
38335,4.6,9.3,0.4,0,4.1,6.7,42.5,2689
38336,5.7,7.5,4.5,4,9.3,0.5,66.8,2674
38337,4,7.3,1.7,0,1.4,8.3,73,2663
38338,3.8,7.5,0.8,0,5.6,5.2,69,2663
38339,3.7,6.5,1.1,0,5,2.4,73.9,2658
38340,5,9.8,0.4,0.2,7.3,4.2,64.9,2658
38341,-3.6,4.3,-5.8,0,0.6,8.5,53.6,2652
38342,-3.2,1.2,-7.3,0,2.1,7.9,46.4,2668
38343,-3.4,-0.2,-6,0,4,4.2,42.5,2674
38344,-3.7,1,-8.1,0,0.4,8.3,45.8,2674
38345,-0.8,3.4,-4,0,1.8,5.2,57.8,2679
38346,-1.8,1.2,-4.3,0,2.4,7.5,64.9,2660
38347,-3.2,0.4,-6.1,0,0,8.4,47.9,2660
38348,-4,-0.4,-7.1,0,0.8,8.5,44.3,2642
38349,-4.9,-2.5,-7.3,0,3,5.7,41.5,2614
38350,-5.7,-2.2,-8.3,0,0.8,8.5,45,2592
38351,-4.6,-0.8,-8.3,0,3.8,6.8,49.1,2619
38352,-4.7,-1.2,-7,0,1,7.3,43.1,2619
38353,-4.9,-1,-8.8,0,0.9,8.6,41.5,2619
38354,0.4,4.5,-5,0,5.6,2.7,58.9,2628
38355,2.9,4.9,-2,1.5,7.6,0,70.3,2633
38356,-4.9,-1.2,-7.4,0,0,8.5,39,2605
38357,-3.8,0.6,-8.8,0,3.3,7.4,41.9,2613
38358,0.1,2.4,-3.5,0,8,1.6,58.1,2613
38359,-2.9,2.2,-6,0,1.5,8.4,52.4,2613
38360,-5,0.8,-8,0,1.3,5.8,51.3,2611
38361,-8,-4,-10.3,0,0,8.6,43.9,2611
38362,-5.7,-1.5,-10.8,0,3.1,6.8,57.8,2608
38363,-6.3,-2.7,-8.5,0,0.1,8.5,48.1,2608
38364,-6.1,-2,-9.5,0,0,8.6,44.9,2572
38365,-4.8,-1.2,-8.3,0,0.5,8.4,55.4,2576
38366,-3.1,0.6,-7.3,0,5,6.3,51.1,2572
38367,-2.6,1.6,-6.5,0,1.4,8.3,56.9,2536
38368,-0.8,5.1,-4.6,0.3,4.4,6.1,67.1,2536
38369,0.4,4.8,-4,0,2,6.8,59,2499
38370,0.3,3,-3.4,0.5,8.3,0,79.3,2491
38371,-3.8,-0.2,-6,0,0.5,8.9,48.5,2491
38372,-5.9,-2.7,-7.8,0,0,8.6,49.8,2442
38373,-5.4,-0.6,-9.5,0,0,9,45.1,2441
38374,-2.2,2.5,-7.3,0,5.1,5.9,41.1,2450
38375,1.8,7,-2.7,0,2.5,8.6,34.8,2450
38376,1.3,5,-1,0,4.1,1.5,67,2458
38377,1.1,4.4,-2.2,0,6.9,0,59.3,2440
38378,1.6,6.1,-1.2,0,0.3,7.5,59.6,2427
38379,1.3,5.6,-2,0,1.9,6.7,46,2457
38380,2.1,7.3,-2.5,0,0.3,7.7,44.8,2477
38381,-0.8,2.7,-6.1,2.2,4.6,3.1,64.5,2475
38382,-7,-3.7,-9.3,0,2.3,6.5,39.9,2475
38383,-7.3,-2.5,-11,0,1.5,6.1,39.9,2472
38384,-10.2,-6.8,-13.1,0,0.8,8.8,41.6,2472
38385,-6.9,-2.5,-10.6,0,0,9,49.1,2485
38386,-4.6,0,-8.6,0,2.5,8.6,52,2485
38387,-1.5,2.4,-5,0,4.8,7,44.3,2494
38388,-1.6,2,-4.9,0,2.3,7.9,47.5,2492
38389,-0.1,5.5,-5,0,2.3,6.1,36.1,2492
38390,3.5,5.5,-0.8,0,9.3,0,47.9,2490
38391,1.7,5.8,-0.6,0,2.4,8,56.4,2459
38392,-1.4,0.8,-4.5,0,6.6,0,57.9,2459
38393,-6,-2,-8.8,0,0.1,9.2,37.1,2459
38394,-6,-1.6,-9.3,0,0.3,9.2,38.4,2427
38395,-4.1,0.1,-7.5,0,4.1,4.7,44.8,2437
38396,-1.6,3.5,-6.6,0,0.5,8.9,52.5,2437
38397,1.8,5.5,-2.5,0,6.3,1.4,46.8,2446
38398,4.6,10,0.8,5,7.5,1.3,48.4,2446
38399,2.7,5,0.8,9,8.9,0,81.5,2416
38400,4.7,10.5,0,0,2.3,9.4,60.8,2407
38401,4,6,3,0,9.3,0,55.6,2407
38402,-2.4,3.2,-7.9,0.2,4.1,7.3,51.5,2407
38403,-7.1,-3.4,-9.5,0,1.8,7.7,41.1,2407
38404,-5.8,-1.7,-10.3,0,1.4,9.9,46.9,2407
38405,-1,4.5,-4.6,3,9.8,0,80.6,2407
38406,-2.9,-0.1,-5.4,0,2.4,6.5,50.1,2398
38407,-2.9,3.2,-6,0,4.3,7.6,39.4,2403
38408,-4.8,-1.5,-7.3,0,0.4,9.9,40.9,2403
38409,-5,-1,-8.6,0,0,10.1,36.1,2403
38410,-2.1,2.7,-7.4,0,3,9.6,45.4,2403
38411,0.6,5,-2.7,0,1.8,9.7,51.3,2403
38412,-0.3,4.5,-4.5,0,2.4,9.3,46.1,2403
38413,0.3,4.5,-2,2.4,4.6,7.3,63.6,2403
38414,-1.3,2,-4.4,0,1.4,9.7,42.1,2403
38415,-0.4,4,-4.5,0,1.6,9.7,43.5,2455
38416,-0.9,3,-4.1,0,3.6,7.1,49.5,2436
38417,0.5,5.1,-3.5,0,0.5,10.3,54.9,2436
38418,3.8,7.9,-1.1,0,7.8,0.1,74.4,2416
38419,4.2,8.6,1.7,0,3,7,57.4,2416
38420,7.3,14.6,-1.2,0,3.4,9.5,47.6,2411
38421,8.4,13.1,5,0.5,10,0,89,2416
38422,0.7,5,-4,0.5,6.6,2.5,68.4,2416
38423,-3.9,-0.8,-6.5,0,1.1,9.7,36.4,2416
38424,-1.2,3,-5.1,0,1.1,10.4,34.4,2416
38425,2.6,7.8,-2.7,0,1.4,10.2,46.9,2416
38426,4.5,8.8,1.2,0,7.8,2.7,62,2398
38427,7.5,12.5,3.2,0,7.8,5.1,57.1,2411
38428,5.9,9.8,3.2,7,8.9,2.6,79.3,2385
38429,3.9,8.3,1.7,0,0.1,10.5,40.9,2372
38430,4.3,10.3,-0.6,0,2.6,10.2,48,2372
38431,5.9,9.8,3,0,2.6,10,64.8,2372
38432,7.1,12,2,0,5.1,6,56.5,2372
38433,8.5,14.3,3.9,2,5.4,7.8,58.4,2368
38434,8.7,13.6,5.3,0,6.1,7.9,41.6,2372
38435,3,7.5,-0.2,0.1,4.3,7.7,43.4,2363
38436,3.1,7,-1.7,0,2.1,7.2,50.4,2351
38437,6.8,10.8,2.5,0,6,0.3,74,2352
38438,10.5,17.6,6,0,5.4,8.1,60.9,2352
38439,6.8,11.8,4.4,0,2.8,3.2,64.3,2353
38440,5.6,10.3,2.2,0,0,10.6,30.8,2353
38441,6.7,12.1,2.2,0,0,10.2,47.8,2349
38442,9.5,15.5,3.5,0,2.1,9,48.6,2349
38443,11.2,16.1,6.3,0,3.8,6.9,31.8,2327
38444,10.4,15.8,6.5,0,6.5,6.1,44.8,2325
38445,8.6,14.5,5.6,3.5,4.5,6.2,61.8,2325
38446,9.3,14.3,4.1,0,2.6,9.3,44.1,2322
38447,13.3,19,7.3,0,1.1,10.2,41.4,2322
38448,13.8,17.7,9.6,7,8.8,0,70.4,2344
38449,12.9,16.1,10.5,0,6.6,0,73.9,2371
38450,14.9,22.5,7.5,0,2.8,7.6,41.5,2371
38451,13.4,15.8,11.3,41.5,9.1,0,71.8,2382
38452,12.4,17.1,9.1,17,5.9,5.6,69.5,2382
38453,13.5,18.2,10.1,0,6.6,6.2,51.4,2393
38454,11.2,14.6,7.8,0,7.5,1.2,62.4,2393
38455,10.5,15.8,6.4,0,2.4,10,51.6,2389
38456,9.9,14.3,6.3,0,0.3,9.3,48.9,2390
38457,9.6,15.3,4.6,0,0,10.4,32.5,2394
38458,10.8,15.8,5.5,0,0,10.6,23.9,2411
38459,14.3,19.2,7.5,0,3.5,5.5,31.9,2411
38460,15.2,18.8,10.3,4.5,8,1.4,61.1,2427
38461,17.3,22,12.1,15,9,0.4,67.1,2427
38462,10.3,13,7.9,6,4.6,6.8,57.5,2423
38463,10.2,13.3,7.4,0,0.8,10.7,56.9,2432
38464,11.6,16.8,7.3,0,0.8,11.2,51.9,2432
38465,13.4,19.6,7.5,0,0,11.6,42.9,2432
38466,14,20.2,9.3,0,5.1,7.2,47,2432
38467,13.7,19.3,9.6,0,1.3,10.8,55.1,2432
38468,14.9,20.3,9.1,0,0,11.5,48.9,2427
38469,16,20.6,13,0.2,8.8,4.2,49.6,2380
38470,17.5,22.8,14.5,0,8.1,3.5,72.4,2380
38471,19.2,25.3,13.8,0,3.9,8,61.8,2375
38472,23.5,29.8,19.2,0,6.3,7.1,64.5,2393
38473,21,25.6,17.2,0.3,5.9,3.4,65,2393
38474,19.5,24.7,15,0,0,11.6,23.8,2410
38475,19.2,26.5,11.8,0,0,11.5,25.6,2449
38476,20.1,27.7,12.6,0,0,11.4,21.1,2471
38477,19.8,26.7,13.1,16.5,7.1,4.8,48.3,2471
38478,11.6,13.3,8.8,13.5,9.6,0,90,2449
38479,13.5,19.7,6.3,0,2.5,11.2,63.3,2436
38480,13.4,15.6,11.1,0,6.8,0.6,75.3,2436
38481,13.3,17.6,9,0,1,10.1,56,2423
38482,14.2,19.3,9,0,2.1,11.6,45.9,2432
38483,13.7,16.1,12.1,1.5,10,0,58.8,2445
38484,14.1,19.6,11.6,1,5.4,4.4,72.6,2445
38485,16.6,23.3,10.1,0,3.4,10.2,55.8,2445
38486,16.7,20.7,13.3,0,4.9,6.4,65.4,2447
38487,18.6,25.7,12.5,0,0,11.3,58.6,2447
38488,19.6,25.3,14.3,0,5.1,8.1,55.3,2449
38489,19.4,23.6,16,26.5,10,0,66.1,2493
38490,15.4,19.6,11.8,25,6.5,1.2,83.6,2510
38491,17.2,23,11.8,0,1.3,11.8,60.1,2501
38492,18.5,24.5,12.8,0,2,11.7,49.1,2523
38493,17.7,22.8,13.6,0,6.4,3.9,42,2519
38494,15.9,18.5,14.6,1.5,9.8,0.1,59,2519
38495,16.1,20.1,13.1,0,4,8.4,65.4,2514
38496,17.6,23.5,12.3,0,2,10.2,59,2523
38497,18.5,24,12.6,0,4.5,8.6,58.5,2475
38498,19.3,25,15.3,0,2.4,11.4,60.1,2463
38499,20.7,27.7,14.6,0,2.1,11.2,52.3,2485
38500,22,28.2,15.8,0,5.8,8.6,46.4,2487
38501,23.7,30.2,17.1,0,0.8,11.1,45.4,2487
38502,21.5,26.7,18,0,2.9,9.2,44.1,2458
38503,21,26.6,15.8,0,2.1,11.3,35.1,2406
38504,19.8,24.2,15.5,2.5,7.9,2.8,58.1,2414
38505,19.1,22.2,17.6,0.5,8.8,0.6,77.8,2401
38506,18,22.6,15.6,0,6.1,4.7,74.8,2401
38507,19.5,23.6,15.8,0,6.1,1.9,72.1,2404
38508,22.8,29.1,16,0,1.6,10.8,52.9,2404
38509,22.2,27.1,18.2,0,6.1,5.1,57.4,2404
38510,21.7,25.1,18.3,0,8.9,0.1,60.1,2407
38511,23,27.7,18.3,0,2.5,9.3,58.4,2411
38512,23.6,28,18.6,0,6.9,4.5,60.4,2341
38513,19.1,23.1,18,13.5,7.6,0.2,86,2311
38514,21,26.8,16.6,0,0,11,69.3,2311
38515,21.8,27.5,17.5,0,3.8,8.4,69.1,2311
38516,24.8,31.3,18.7,0,2.6,8.1,61.5,2311
38517,24.1,31.8,20.3,3,6.6,7.5,61.1,2311
38518,21.2,24.3,19,0.5,8.6,0.1,67.8,2320
38519,21.2,25.2,17.8,0,7.9,3.5,68.6,2326
38520,22.5,26.3,19.7,1.5,6.9,8.2,69.8,2317
38521,23.1,27.2,20.6,0,8,0.9,69,2309
38522,23.6,29.3,19.7,0,4.9,7.1,66,2309
38523,23.6,29.5,19,0,4.8,8.4,68.1,2300
38524,24.5,29.1,22,0,7.1,4.2,67.1,2313
38525,24.1,29.2,21,0,4.5,5.9,68.6,2333
38526,24.4,30.8,20.7,0,2.9,9.2,67.1,2333
38527,25.9,32,21.2,0,2.4,8.8,64.3,2315
38528,25.4,29.2,22.2,0,7.8,0.9,66.1,2315
38529,24.7,29.1,21.1,95.5,9.6,0,75,2315
38530,22.7,24.2,20.7,37,10,0,89.4,2315
38531,23.8,28,20.5,0,8,4.9,72.1,2315
38532,22.8,24.3,21.7,13.5,9.8,0,89.6,2315
38533,25.7,31.1,22.3,1,8.9,1.2,80.4,2315
38534,23.8,26.5,21.6,55,9.6,0.6,85,2315
38535,23.9,26.1,22.8,1,9.8,0,88.3,2314
38536,21.5,23.5,20.2,17.5,9,0,91.9,2314
38537,24.2,28.8,20,0,5,8.9,71.4,2313
38538,23.1,26.3,21.6,0,9.5,0.2,80.8,2313
38539,24.6,29,22.1,0,7.6,4.2,73.6,2294
38540,24.1,28.5,22.1,8.5,8.3,5.2,73.4,2312
38541,25.1,29.1,22.1,11,8.9,4.8,72.6,2272
38542,22.4,23.7,21.3,40,9,0,88.3,2268
38543,23.7,26.2,20.6,0,9.1,0.8,77.8,2268
38544,20.7,23.3,19.5,15.5,9.4,0,87.3,2263
38545,23.1,27,18.3,0,5.9,4.5,70.1,2288
38546,23.3,26.1,21.8,1.5,9.4,0.1,79.1,2293
38547,25,29.6,22.1,0,7.4,2.7,71,2297
38548,25.8,30.1,22,0,5.8,1.6,71.5,2337
38549,26,29.1,24.2,0,8.1,0.9,75.3,2337
38550,24.8,26.3,23.5,0.2,8.9,0,79.4,2337
38551,26.4,31.2,23.5,0,6.9,6.1,74.3,2337
38552,26.5,30.7,23.3,0,4.9,2,75.8,2302
38553,27,31.7,23.8,0,2.4,6.1,73.9,2311
38554,27.1,32.5,23.7,0,1.9,6.5,72.4,2307
38555,29.1,34.2,24.3,0,1.6,7.8,67.4,2307
38556,30.2,33.9,26.2,0,4.8,3.3,67.8,2309
38557,29.2,33.5,27,3,7.3,0.4,70.5,2309
38558,27.8,30.8,25.7,0,8.1,0.3,70.8,2311
38559,27.6,32.2,24.1,0,4.1,7.3,68.4,2328
38560,27,29.6,24.7,0.2,9,1.2,72.5,2328
38561,23.1,26,20.8,115,9.6,0,89.9,2320
38562,25.4,28.5,22.2,0,6.6,2.6,76.9,2298
38563,26.1,29.5,24.3,0,8.8,1.3,77.6,2298
38564,26.9,30.2,23,1,7.6,0,71.6,2290
38565,25.3,27,23.2,26.5,8.8,0,84,2282
38566,26.3,29.1,24.1,0.5,8.6,0.7,80,2291
38567,24.8,27.7,23.6,19,8.9,0.5,86.8,2291
38568,28.5,32.5,24.3,0,5.4,6.4,70,2324
38569,29.3,34.2,25.5,0,2.5,7.5,69.9,2324
38570,29,35,25.8,0.5,3.9,7.5,68.9,2329
38571,26.9,30.1,24.3,0,8.5,0.9,72.4,2329
38572,26.2,30.2,23.7,16,8.6,1.6,79.5,2334
38573,26.4,29.5,24.3,15,8.6,1.7,75.5,2334
38574,25.1,28.2,23.5,57.5,9.5,0.2,86,2326
38575,25.2,27.5,23.2,25,9.4,0.3,85,2335
38576,26,26.8,24.6,1,10,0,84.9,2349
38577,27.2,30.1,25.1,0.5,8.1,1.1,77.8,2349
38578,27.3,31.1,25.2,0,5.3,8.1,74.9,2349
38579,27.2,31.3,25,0.5,7.1,3.8,79,2349
38580,28.3,33,25.2,0,4.3,6.7,74.4,2349
38581,28.1,32.4,25.3,4.5,4.6,4.7,74,2349
38582,25.5,30,22.7,8,8.9,2.5,80.5,2349
38583,21.6,22.7,20,6.5,9.4,0,84.1,2349
38584,23.2,28.2,19.3,0.5,7,3.5,65.4,2349
38585,24.1,28.2,20.5,0,7.8,3,60.9,2347
38586,23.1,26,20.7,0,7.8,0.4,69,2345
38587,24.1,29.2,19.1,0,0.3,10.4,47,2345
38588,20.6,23.6,16.5,39.5,8.8,0.1,61.6,2345
38589,17.6,18.6,16.7,38.5,10,0,93,2372
38590,21.2,25.3,16.7,0,5.6,6.8,76.4,2372
38591,23.6,27.8,21,0,4.4,6.2,73.4,2379
38592,22.9,27.3,20.2,25.5,5.9,4.2,81.8,2379
38593,24.6,29,21.7,0,6.3,6.3,73.8,2385
38594,24.1,28,22,0,8.3,0.2,76.8,2385
38595,25.6,31.2,20,0,2.4,7.8,69.6,2380
